@relation master

@attribute Title string
@attribute Major {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,99.0,26.0,27.0}
@attribute Subtopic numeric

@data
'to amend the public health service act to prohibit discrimination regarding exposure to hazardous substances and for other purposes',2.0,200
'to amend the land and water conservation fund act of 1965 to provide greater protection of private property rights',2.0,200
'to provide for the collection of data on traffic stops',2.0,200
'to prohibit racial or other discriminatory profiling relating to detentions and searches of travelers by the united states customs service and for other purposes',2.0,200
'to amend the immigration and nationality act to ensure that no permanent resident alien or alien in the united states with an unexpired visa is removed or otherwise deprived of liberty based on evidence that is kept secret from the alien',2.0,200
'to amend the communications act of 1934 to direct the federal communications commission to establish an office on victims of media bias',2.0,200
'to prohibit united states nationals permanent resident aliens or united states government agencies from entering into agreements with foreign persons who prevent or inhibit a united states business from undertaking a commercial activity or o',2.0,200
'to amend title 4 united states code to declare english as the official language of the government of the united states',2.0,200
'to amend title vi of the civil rights act of 1964 to apply to that title a burden shifting rule currently applicable to title vii',2.0,200
'to prohibit discrimination on the basis of certain factors with respect to any aspect of a surety bond transaction',2.0,200
'to require federal agencies to develop and implement policies and practices that promote environmental justice and for other purposes',2.0,200
'to amend title 23 united states code to require states to adopt and enforce standards that prohibit the use of racial profiling in the enforcement of state laws regulating the use of federalaid highways',2.0,201
'to amend title 23 united states code to require states to adopt and enforce standards that prohibit the use of racial profiling in the enforcement of state laws regulating the use of federalaid highways and for other purposes',2.0,201
'to prohibit racial profiling',2.0,201
'to ensure that minority farmers are adequately compensated for years of discrimination in the operation of programs of the department of agriculture',2.0,201
'to provide for racial equity and fair treatment under the program of block grants to states for temporary assistance for needy families',2.0,201
'to create federal advertising procurement opportunities for minority business concerns and for other purposes',2.0,201
'to amend the civil rights act of 1964 and the fair housing act to prohibit discrimination on the basis of affectional or sexual orientation and for other purposes',2.0,202
'to amend title 1 united states code to eliminate any federal policy on the definition of marriage',2.0,202
'to protect the civil rights of victims of gendermotivated violence and to promote public safety health and regulate activities affecting interstate commerce by creating employer liability for negligent conduct that results in an individuals',2.0,202
'to amend the civil rights act of 1964 to protect breastfeeding by new mothers to provide for a performance standard for breast pumps and to provide tax incentives to encourage breastfeeding',2.0,202
'to restore the federal civil remedy for crimes of violence motivated by gender',2.0,202
'to require that employers offering benefits to associates of its employees who are not spouses or dependents of the employees not discriminate on the basis of the nature of the relationship between the employee and the designated associates',2.0,202
'to amend the hate crime statistics act to require the attorney general to acquire data about crimes that manifest evidence of prejudice based on gender',2.0,202
'to amend the fair labor standards act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex and for other purposes',2.0,202
'to prohibit employment discrimination on the basis of sexual orientation',2.0,202
'to express the remorse of congress for the policy of the department of defense in effect until 1976 providing for involuntary separation of female members of the armed forces who became pregnant while in service and to take certain steps to mak',2.0,202
